set_id,sent,pos,dict_text,wn-pos,PosScore,NegScore,SynsetTerms,Gloss
179,n,NN,ms,n,0,0.125,multiple_sclerosis#1 ms#1 disseminated_sclerosis#1 disseminated_multiple_sclerosis#1,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
179,z,JJ,hot,a,0,0,hot#1,"used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; ""hot stove""; ""hot water""; ""a hot August day""; ""a hot stuffy room""; ""she's hot and tired""; ""a hot forehead"""
180,NULL,NNP,liz,NULL,NULL,NULL,NULL,NULL
181,n,NN,nightmare,n,0.125,0.25,nightmare#1 incubus#2,a situation resembling a terrifying dream
182,n,JJ,evil,a,0,0.875,evil#1,"morally bad or wrong; ""evil purposes""; ""an evil influence""; ""evil deeds"""
183,z,NN,nip,n,0,0,shot#8 nip#1,"a small drink of liquor; ""he poured a shot of whiskey"""
183,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
183,NULL,NP,gon,NULL,NULL,NULL,NULL,NULL
184,z,NN,jam,n,0,0,jam#1,preserve of crushed fruit
184,NULL,NN,ste,NULL,NULL,NULL,NULL,NULL
185,z,NN,piglet,n,0,0,shote#1 shoat#1 piglet#1 piggy#1,a young pig
186,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
187,NULL,NN,steph,NULL,NULL,NULL,NULL,NULL
188,z,NNP,sam,n,0,0,surface-to-air_missile#1 sam#1,a guided missile fired from land or shipboard against an airborne target
189,NULL,NNP,fritz,NULL,NULL,NULL,NULL,NULL
190,NULL,NNP,mercedes,NULL,NULL,NULL,NULL,NULL
191,z,JJ,spartan,a,0,0,spartan#1,of or relating to or characteristic of Sparta or its people
192,p,NN,buddy,n,0.125,0,sidekick#1 pal#1 crony#1 chum#1 buddy#1 brother#3,a close friend who accompanies his buddies in their activities
192,z,NN,lover,n,0,0,lover#1,a person who loves someone or is loved by someone
193,z,NN,man,n,0,0,man#1 adult_male#1,"an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"""
193,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
194,z,NN,chick,n,0,0,chick#1 biddy#2,young bird especially of domestic fowl
194,z,VB,let,v,0,0,permit#2 let#1 allow#1,"make it possible through a specific action or lack of action for something to happen; ""This permits the water to rush in""; ""This sealed door won't allow the water come into the basement""; ""This will permit the rain to run off"""
195,z,NN,chase,n,0,0,pursuit#1 pursual#1 following#2 chase#1,"the act of pursuing in an effort to overtake or capture; ""the culprit started to run and the cop took off in pursuit"""
196,z,MD,may,n,0,0,may#1,the month following April and preceding June
197,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
197,z,RP,off,r,0,0,off#1 forth#1 away#1,"from a particular thing or place or position (`forth' is obsolete); ""ran away from the lion""; ""wanted to get away from there""; ""sent the children away to boarding school""; ""the teacher waved the children away from the dead animal""; ""went off to school""; ""they drove off""; ""go forth and preach"""
198,NULL,NNP,nelly,NULL,NULL,NULL,NULL,NULL
199,z,NNP,ricardo,n,0,0,ricardo#1 david_ricardo#1,English economist who argued that the laws of supply and demand should operate in a free market (1772-1823)
200,p,JJ,pleasant,a,0.625,0.125,pleasant#1,"affording pleasure; being in harmony with your taste or likings; ""we had a pleasant evening together""; ""a pleasant scene""; ""pleasant sensations"""
201,z,VBG,skating,v,0,0,skate#1,"move along on skates; ""The Dutch often skate along the canals in winter"""
202,z,NN,orange,n,0,0,orange#1,round yellow to orange fruit of any of several citrus trees
203,NULL,NNP,becca,NULL,NULL,NULL,NULL,NULL
204,NULL,NNP,vinnie,NULL,NULL,NULL,NULL,NULL
205,z,NN,fall,n,0,0,fall#1 autumn#1,"the season when the leaves fall from the trees; ""in the fall of 1973"""
206,NULL,KK,Dumbo,NULL,NULL,NULL,NULL,NULL
207,NULL,NP,jamel,NULL,NULL,NULL,NULL,NULL
207,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
208,z,NN,camp,n,0,0,encampment#2 cantonment#1 camp#1 bivouac#1,"temporary living quarters specially built by the army for soldiers; ""wherever he went in the camp the men were grumbling"""
209,NULL,NNP,alli,NULL,NULL,NULL,NULL,NULL
210,NULL,NNP,babs,NULL,NULL,NULL,NULL,NULL
211,z,NN,sedge,n,0,0,sedge#1,"grasslike or rushlike plant growing in wet places having solid stems, narrow grasslike leaves and spikelets of inconspicuous flowers"
212,z,NN,bunk,n,0,0,feed_bunk#1 bunk#1,a long trough for feeding cattle
213,NULL,NN,enzo,NULL,NULL,NULL,NULL,NULL
214,NULL,NP,alo,NULL,NULL,NULL,NULL,NULL
215,z,NN,ash,n,0,0,ash#1,the residue that remains when something is burned
215,NULL,NNP,lynn,NULL,NULL,NULL,NULL,NULL
216,NULL,JJ,crazy,NULL,NULL,NULL,NULL,NULL
217,NULL,NNP,chris,NULL,NULL,NULL,NULL,NULL
218,z,NN,lover,n,0,0,lover#1,a person who loves someone or is loved by someone
219,z,NN,pop,n,0,0,pop#1 pappa#1 papa#1 pa#1 daddy#1 dada#1 dad#1,an informal term for a father; probably derived from baby talk
220,p,JJ,fat,a,0.125,0,fat#1,"having an (over)abundance of flesh; ""he hadn't remembered how fat she was"""
220,p,NN,boy,n,0.25,0,male_child#1 boy#1,"a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"""
221,NULL,NNP,bab,NULL,NULL,NULL,NULL,NULL
221,NULL,NN,iee,NULL,NULL,NULL,NULL,NULL
222,NULL,JJ,pink,NULL,NULL,NULL,NULL,NULL
223,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
223,NULL,PPO,you,NULL,NULL,NULL,NULL,NULL
224,n,NN,junk,n,0,0.375,rubble#1 junk#1 dust#2 detritus#1 debris#1,the remains of something that has been destroyed or broken up
224,z,NN,box,a,0,0,neuromatous#1,of or relating to or caused by neuromas
224,z,NN,box,n,0,0,box#1,"a (usually rectangular) container; may have a lid; ""he rummaged through a box of spare parts"""
225,NULL,JJ,jeter,NULL,NULL,NULL,NULL,NULL
226,p,JJ,easy,a,0.625,0.25,easy#1,"posing no difficulty; requiring little effort; ""an easy job""; ""an easy problem""; ""an easy victory""; ""the house is easy to heat""; ""satisfied with easy answers""; ""took the easy way out of his dilemma"""
226,z,NNP,mac,n,0,0,mackintosh#2 mack#1 macintosh#2 mac#1,a waterproof raincoat made of rubberized fabric
227,z,NP,Montana,n,0,0,treasure_state#1 mt#3 montana#1,a state in northwestern United States on the Canadian border
228,n,NNS,babes,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
229,z,PPO,me,n,0,0,pine_tree_state#1 me#1 maine#1,a state in New England
229,z,CD,three,n,0,0,troika#2 triplet#1 trio#1 trinity#1 trine#1 triad#1 trey#1 tierce#2 threesome#1 three#1 terzetto#1 ternion#1 ternary#1 tercet#1 leash#2 iii#1 deuce-ace#1 3#1,the cardinal number that is the sum of one and one and one
230,p,JJR,cooler,a,0.25,0.125,cool#1,"neither warm nor very cold; giving relief from heat; ""a cool autumn day""; ""a cool room""; ""cool summer dresses""; ""cool drinks""; ""a cool breeze"""
231,z,NP,Ticonderoga,n,0,0,ticonderoga#1 fort_ticonderoga#1,a pitched battle in which American revolutionary troops captured Fort Ticonderoga from the British in 1775
232,z,NN,knockers,n,0,0,knocker#1,(Yiddish) a big shot who knows it and acts that way; a boastful immoderate person
233,z,MD,may,n,0,0,may#1,the month following April and preceding June
234,z,NN,nerve,n,0,0,nervus#1 nerve#1,any bundle of nerve fibers running to various organs and tissues of the body
235,z,NN,mustangs,n,0,0,mustang#1,small hardy range horse of the western plains descended from horses brought by the Spanish
236,p,JJ,wise,a,0.625,0,wise#1,"having or prompted by wisdom or discernment; ""a wise leader""; ""a wise and perceptive comment"""
236,z,NN,owl,n,0,0,owl#1 hooter#3 bird_of_night#1 bird_of_minerva#1,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes
237,NULL,NNP,jana,NULL,NULL,NULL,NULL,NULL
238,NULL,UH,hah,NULL,NULL,NULL,NULL,NULL
238,NULL,UH,aha,NULL,NULL,NULL,NULL,NULL
239,z,NN,gunner,n,0,0,machine_gunner#1 gunner#1 cannoneer#1 artilleryman#1,a serviceman in the artillery
240,z,FW-JJ,viva,n,0,0,viva_voce#1 viva#1 oral_examination#1 oral_exam#1 oral#1,an examination conducted by spoken communication
241,NULL,NNP,jolie,NULL,NULL,NULL,NULL,NULL
242,z,NN,chechen,n,0,0,chechen#1,a native or inhabitant of Chechnya
243,z,NNS,bubbles,n,0,0,bubble#1,"a hollow globule of gas (e.g., air or carbon dioxide)"
244,z,NN,sunshine,n,0,0,sunshine#1 sunlight#1 sun#2,"the rays of the sun; ""the shingles were weathered by the sun and wind"""
245,NULL,NNP,tommy,NULL,NULL,NULL,NULL,NULL
246,NULL,NNP,kim,NULL,NULL,NULL,NULL,NULL
247,NULL,JJ,chewy,NULL,NULL,NULL,NULL,NULL
248,NULL,NNP,anni,NULL,NULL,NULL,NULL,NULL
248,NULL,FW-WDT,que,NULL,NULL,NULL,NULL,NULL
249,n,VB,munch,v,0,0.375,munch#1 crunch#3,"chew noisily; ""The children crunched the celery sticks"""
250,n,NN,bitches,n,0,0.75,bitch#1,"an unpleasant difficulty; ""this problem is a real bitch"""
251,z,NN,kera,n,0,0,kera#1,a Chadic language spoken in Chad
252,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
252,NULL,NN,iee,NULL,NULL,NULL,NULL,NULL
253,NULL,NNP,katie,NULL,NULL,NULL,NULL,NULL
254,z,NN,sex,n,0,0,sexual_practice#1 sexual_activity#1 sex_activity#1 sex#1,"activities associated with sexual intercourse; ""they had sex in the back seat"""
254,z,PPO,me,n,0,0,pine_tree_state#1 me#1 maine#1,a state in New England
255,z,JJ,blonde,a,0,0,light-haired#1 blonde#1 blond#1,"being or having light colored skin and hair and usually blue or grey eyes; ""blond Scandinavians""; ""a house full of light-haired children"""
255,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
256,z,NN,Mafia,n,0,0,mafia#1 maffia#1 cosa_nostra#1,a crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia
256,z,NN,bond,n,0,0,chemical_bond#1 bond#1,an electrical force linking atoms
257,p,NN,playboy,n,0.125,0,playboy#1 man-about-town#1 corinthian#1,a man devoted to the pursuit of pleasure
258,NULL,JJ,purple,NULL,NULL,NULL,NULL,NULL
259,z,NNS,lips,n,0,0,lip#1,either of two fleshy folds of tissue that surround the mouth and play a role in speaking
260,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
260,p,JJ,able,a,0.125,0,able#1,"(usually followed by `to') having the necessary means or skill or know-how or authority to do something; ""able to swim""; ""she was able to program her computer""; ""we were at last able to buy a car""; ""able to get a grant for the project"""
260,p,JJ,able,n,0,0,entity#1,that which is perceived or known or inferred to have its own distinct existence (living or nonliving)
260,p,JJ,able,r,0,0,a_cappella#1,"without musical accompaniment; ""they performed a cappella"""
260,p,JJ,able,v,0,0,take_a_breath#1 suspire#2 respire#3 breathe#1,"draw air into, and expel out of, the lungs; ""I can breathe better when the air is clean""; ""The patient is respiring"""
261,z,RB,maybe,r,0,0,possibly#1 perhaps#1 perchance#2 peradventure#1 mayhap#1 maybe#1,"by chance; ""perhaps she will call tomorrow""; ""we may possibly run into them at the concert""; ""it may peradventure be thought that there never was such a time"""
262,z,NN,angel,n,0,0,angel#1,spiritual being attendant upon God
263,NULL,JJ,gorgeous,NULL,NULL,NULL,NULL,NULL
264,NULL,NNP,chelsea,NULL,NULL,NULL,NULL,NULL
265,z,NN,honey,n,0,0,honey#1,a sweet yellow liquid produced by bees
266,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
267,NULL,NNP,kee,NULL,NULL,NULL,NULL,NULL
267,z,NN,tay,n,0,0,tay#1,a branch of the Tai languages
268,p,NNP,delilah,n,0.25,0,delilah#1,(Old Testament) the Philistine mistress of Samson who betrayed him by cutting off his hair and so deprived him of his strength
269,n,NN,ms,n,0,0.125,multiple_sclerosis#1 ms#1 disseminated_sclerosis#1 disseminated_multiple_sclerosis#1,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
269,n,NN,ms,n,0,0.125,multiple_sclerosis#1 ms#1 disseminated_sclerosis#1 disseminated_multiple_sclerosis#1,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
270,z,NN,ax,n,0,0,axe#1 ax#1,an edge tool with a heavy bladed head mounted across a handle
271,z,PP$,its,n,0,0,it#1 information_technology#1,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
271,z,NN,miller,n,0,0,miller#1 glenn_miller#1 alton_glenn_miller#1,United States bandleader of a popular big band (1909-1944)
272,z,NNP,shay,n,0,0,shay#1 chaise#2,a carriage consisting of two wheels and a calash top; drawn by a single horse
272,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
272,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
273,NULL,NNP,marie,NULL,NULL,NULL,NULL,NULL
274,NULL,NP,chea,NULL,NULL,NULL,NULL,NULL
274,z,NN,man,n,0,0,man#1 adult_male#1,"an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"""
275,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
275,NULL,NN,yad,NULL,NULL,NULL,NULL,NULL
276,NULL,NNP,angie,NULL,NULL,NULL,NULL,NULL
277,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
277,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
277,NULL,NNP,inna,NULL,NULL,NULL,NULL,NULL
278,NULL,NN,jun,NULL,NULL,NULL,NULL,NULL
278,z,NN,bug,n,0,0,bug#1,general term for any insect or similar creeping or crawling invertebrate
279,NULL,VB,vasquez,NULL,NULL,NULL,NULL,NULL
280,NULL,NP,hany,NULL,NULL,NULL,NULL,NULL
281,n,NN,nirvana,n,0,0.625,nirvana#1 enlightenment#2,(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness
